Date,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_Volume,BNB-USD_Open,BNB-USD_High,BNB-USD_Low,BNB-USD_Close,BNB-USD_Volume,SOL-USD_Open,SOL-USD_High,SOL-USD_Low,SOL-USD_Close,SOL-USD_Volume,XRP-USD_Open,XRP-USD_High,XRP-USD_Low,XRP-USD_Close,XRP-USD_Volume,ADA-USD_Open,ADA-USD_High,ADA-USD_Low,ADA-USD_Close,ADA-USD_Volume,DOGE-USD_Open,DOGE-USD_High,DOGE-USD_Low,DOGE-USD_Close,DOGE-USD_Volume,USDT-USD_Open,USDT-USD_High,USDT-USD_Low,USDT-USD_Close,USDT-USD_Volume,LTC-USD_Open,LTC-USD_High,LTC-USD_Low,LTC-USD_Close,LTC-USD_Volume,SHIB-USD_Open,SHIB-USD_High,SHIB-USD_Low,SHIB-USD_Close,SHIB-USD_Volume,TRX-USD_Open,TRX-USD_High,TRX-USD_Low,TRX-USD_Close,TRX-USD_Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD,SHIB-USD,SHIB-USD,SHIB-USD,SHIB-USD,SHIB-USD,TRX-USD,TRX-USD,TRX-USD,TRX-USD,TRX-USD
2024-02-09,45297.3828125,48152.49609375,45260.82421875,47147.19921875,39316770844,2419.773681640625,2522.724609375,2419.36279296875,2487.515625,13634203177,318.9233703613281,325.64459228515625,318.202392578125,323.84228515625,1094700959,102.79017639160156,108.98772430419922,102.79017639160156,106.93333435058594,2852770180,0.5145159959793091,0.528078019618988,0.5142019987106323,0.5260310173034668,1032596975,0.5294489860534668,0.54728102684021,0.528348982334137,0.5407919883728027,524686031,0.07987000048160553,0.08208800107240677,0.07987000048160553,0.08157899975776672,333635097,1.0001189708709717,1.0008560419082642,0.9992910027503967,1.0004899501800537,55541686302,70.56900787353516,71.8592529296875,70.35433197021484,70.67704772949219,396248689,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,9.000000318337698e-06,134153754,0.12192200124263763,0.1238970011472702,0.12184599786996841,0.12377600371837616,276136935
2024-02-10,47153.52734375,48146.171875,46905.3203125,47771.27734375,16398681570,2487.650390625,2516.7197265625,2475.857666015625,2501.228271484375,6474444159,323.8716125488281,325.42669677734375,319.5799560546875,323.1338806152344,737748174,106.93366241455078,110.74279022216797,106.93366241455078,109.1314697265625,1836561570,0.5260319709777832,0.5281879901885986,0.5194500088691711,0.5241119861602783,578419105,0.5407410264015198,0.5560230016708374,0.5301690101623535,0.5514119863510132,395418510,0.08158200234174728,0.08208300173282623,0.0804620012640953,0.08144800364971161,212946391,1.0005170106887817,1.000905990600586,1.0001410245895386,1.0003180503845215,28746535798,70.67526245117188,71.17469024658203,70.10237121582031,70.80987548828125,229511617,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,97628796,0.12377700209617615,0.12458699941635132,0.12310799956321716,0.1244100034236908,184159083
2024-02-11,47768.96875,48535.9375,47617.40625,48293.91796875,19315867136,2501.1298828125,2537.67919921875,2495.21435546875,2507.570556640625,7347245813,323.103515625,324.768310546875,320.30938720703125,320.78753662109375,706320478,109.1166763305664,110.55686950683594,107.35765075683594,107.49528503417969,1370383843,0.524092972278595,0.5353350043296814,0.5220909714698792,0.5260840058326721,715511550,0.5514219999313354,0.5641019940376282,0.5369129776954651,0.5414100289344788,523269115,0.08144699782133102,0.08327899873256683,0.08099199831485748,0.0811930000782013,304303558,1.0003219842910767,1.0008820295333862,0.9999420046806335,1.0002789497375488,31433121648,70.80158233642578,72.94056701660156,70.68895721435547,71.54000091552734,314543793,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,113876903,0.12440799921751022,0.12491200119256973,0.12410300225019455,0.1242780014872551,178880486
2024-02-12,48296.38671875,50280.4765625,47745.76171875,49958.22265625,34511985805,2507.578857421875,2663.8427734375,2473.81201171875,2658.115966796875,13022696866,320.80401611328125,331.4398498535156,315.93243408203125,327.9446105957031,982444950,107.49263000488281,112.06966400146484,103.60929107666016,111.99275207519531,2650731894,0.5261020064353943,0.5369809865951538,0.5148929953575134,0.5318970084190369,1028191903,0.5414329767227173,0.5646119713783264,0.5319479703903198,0.560030996799469,484749602,0.08120299875736237,0.08279699832201004,0.07956799864768982,0.08234500139951706,360525326,1.0002700090408325,1.0010930299758911,0.9998340010643005,1.0002789497375488,50194735130,71.5449447631836,73.41268157958984,70.45436096191406,72.93286895751953,301824432,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,144032430,0.12427499890327454,0.1257600039243698,0.12365300208330154,0.12505799531936646,272926451
2024-02-13,49941.359375,50358.390625,48406.49609375,49742.44140625,35593051468,2659.586181640625,2686.455078125,2599.16943359375,2642.185302734375,18271237044,327.9324035644531,329.2057800292969,319.4844055175781,324.86822509765625,886487720,111.97724914550781,114.8106460571289,108.49378204345703,112.57930755615234,2709494768,0.5318869948387146,0.5335379838943481,0.5163130164146423,0.5248349905014038,1023754839,0.5599989891052246,0.563696026802063,0.5355449914932251,0.5449960231781006,461202155,0.08233299851417542,0.08295399695634842,0.08006200194358826,0.08108899742364883,419683385,1.0003360509872437,1.0011080503463745,0.9998000264167786,1.0005919933319092,57692446059,72.93097686767578,73.13077545166016,68.28054809570312,69.00106048583984,489477662,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.000000318337698e-06,154387685,0.1250620037317276,0.12706799805164337,0.12476000189781189,0.1269419938325882,269282903
2024-02-14,49733.4453125,52021.37109375,49296.83203125,51826.6953125,39105608050,2641.685302734375,2786.8935546875,2621.025390625,2777.90234375,21448973822,324.8655700683594,334.369140625,323.8765869140625,334.2459716796875,887463520,112.57496643066406,118.3277816772461,110.87847137451172,116.97632598876953,2391239729,0.5248180031776428,0.5418819785118103,0.5209739804267883,0.5384010076522827,1156449389,0.5449889898300171,0.5808830261230469,0.5409680008888245,0.5773019790649414,575223913,0.08108600229024887,0.08700300008058548,0.08056899905204773,0.08554299920797348,627015518,1.0005810260772705,1.00130295753479,0.9999729990959167,1.000931978225708,64385254811,68.9997787475586,70.74320983886719,68.56498718261719,69.89627838134766,437462934,9.000000318337698e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,165303438,0.1269419938325882,0.12976300716400146,0.1266389936208725,0.12968400120735168,305312706
2024-02-15,51836.78515625,52820.06640625,51371.62890625,51938.5546875,38564360533,2777.601318359375,2865.845458984375,2764.010498046875,2824.37890625,23734481937,334.21087646484375,365.13311767578125,333.8529968261719,354.7108154296875,1744161787,116.98538970947266,118.3064956665039,111.77587890625,113.69940948486328,2471486178,0.5383960008621216,0.5738480091094971,0.5383960008621216,0.5627549886703491,1877470522,0.5773209929466248,0.6107410192489624,0.5734739899635315,0.6083629727363586,779142077,0.08554600179195404,0.08804800361394882,0.08416599780321121,0.08535599708557129,636946996,1.000898003578186,1.0011800527572632,0.9994059801101685,1.0009440183639526,69469934488,69.89649963378906,70.86344146728516,69.24420928955078,69.81148529052734,396502737,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,237607067,0.12968499958515167,0.13184699416160583,0.12967799603939056,0.13116900622844696,388631451
2024-02-16,51937.7265625,52537.96875,51641.3671875,52160.203125,28180567298,2825.480712890625,2858.450439453125,2760.3310546875,2803.69140625,17057114638,354.68756103515625,365.56207275390625,351.70159912109375,360.890380859375,1461675119,113.6730728149414,114.25308990478516,108.34872436523438,110.44591522216797,1921299579,0.5627809762954712,0.5784599781036377,0.5552350282669067,0.5649600028991699,1505352932,0.6085270047187805,0.6122689843177795,0.5859950184822083,0.5988720059394836,550329852,0.0853549987077713,0.08788000047206879,0.08439300209283829,0.08601299673318863,441121282,1.0009880065917969,1.001222014427185,0.9997760057449341,1.0006519556045532,53607476361,69.81440734863281,70.96041870117188,69.24288940429688,70.6171646118164,313910640,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,9.999999747378752e-06,181033970,0.13117000460624695,0.13295100629329681,0.1308719962835312,0.13292300701141357,296219329
2024-02-17,52161.67578125,52191.9140625,50669.66796875,51662.99609375,20009091006,2803.73583984375,2805.128662109375,2724.386962890625,2786.672607421875,17932379943,360.8729553222656,363.28179931640625,349.043212890625,352.9081115722656,1101515839,110.44330596923828,111.07304382324219,106.1252212524414,108.98401641845703,1370606631,0.5649600028991699,0.5656120181083679,0.5411139726638794,0.5498859882354736,911234746,0.5988940000534058,0.6099179983139038,0.5710020065307617,0.6083459854125977,466411549,0.08601599931716919,0.08605899661779404,0.08220499753952026,0.08359300345182419,347758664,1.0006929636001587,1.0008759498596191,0.9997339844703674,1.000359058380127,45457904701,70.61634826660156,70.72038269042969,68.4150619506836,69.9896240234375,262442667,9.999999747378752e-06,9.999999747378752e-06,9.000000318337698e-06,9.999999747378752e-06,143153579,0.1329299956560135,0.13937699794769287,0.13267099857330322,0.13589100539684296,455688875
