date_only,cryptocurrency,sentiment_daily,Close,Open,High,Low,Volume
2024-08-11,BTC,0.0,58719.484375,60944.890625,61778.66015625,58348.82421875,22759754812
2024-08-11,SHIB,0.0,1.2999999853491316e-05,1.4000000192027072e-05,1.4999999621068127e-05,1.2999999853491316e-05,228096504
2024-08-12,BTC,0.0,59354.515625,58719.39453125,60680.33203125,57688.8984375,37078637820
2024-08-12,ETH,0.14643942220617961,2724.431884765625,2553.49658203125,2749.135009765625,2513.39404296875,21653090666
2024-08-12,SHIB,1.0,1.4000000192027072e-05,1.2999999853491316e-05,1.4000000192027072e-05,1.2999999853491316e-05,241478722
2024-08-12,USDT,0.0,1.0001800060272217,1.000046968460083,1.0017650127410889,0.999750018119812,63275431596
2024-08-13,BTC,0.03400624724652901,60609.56640625,59356.20703125,61572.3984375,58506.25390625,30327698167
2024-08-13,DOGE,0.0,0.1064160019159317,0.1077670007944107,0.1088429987430572,0.1035720035433769,575505923
2024-08-13,ETH,0.0,2703.671875,2724.303466796875,2737.990478515625,2613.80126953125,16383053029
2024-08-13,SOL,0.0,146.7126922607422,146.45455932617188,149.61012268066406,143.1520233154297,2224488388
2024-08-13,USDT,0.8381562686225417,1.0002659559249878,1.000262975692749,1.001865029335022,0.9996169805526732,51440569199
2024-08-14,ADA,0.3799073206140902,0.3354550004005432,0.340146005153656,0.345194011926651,0.3324370086193084,206602286
2024-08-14,BTC,0.20642773633544592,58737.26953125,60611.05078125,61687.7578125,58472.875,29961696180
2024-08-14,DOGE,1.0,0.1025549992918968,0.1064160019159317,0.1067399978637695,0.1018050014972686,564943505
2024-08-14,ETH,0.12193484546614781,2662.914794921875,2703.5869140625,2775.281005859375,2636.705322265625,15825365408
2024-08-14,SOL,0.0,143.9234619140625,146.7126922607422,151.72604370117188,142.71792602539062,2714536693
2024-08-14,TRX,1.0,0.13052499294281,0.1288129985332489,0.1309210062026977,0.1286869943141937,315801896
2024-08-15,BTC,0.1158361717980705,57560.09765625,58733.26171875,59838.6484375,56161.59375,35682112440
2024-08-15,DOGE,0.0,0.1002670004963874,0.1025549992918968,0.1047979965806007,0.0981950014829635,617034813
2024-08-15,ETH,0.2995264009677096,2570.087646484375,2662.885498046875,2675.314453125,2518.670654296875,16345801912
2024-08-15,SOL,0.0,142.74581909179688,143.92266845703125,147.35154724121094,138.16192626953125,3032770371
2024-08-15,TRX,1.0,0.1302150040864944,0.13052499294281,0.132082998752594,0.1298660039901733,316539517
2024-08-16,ADA,0.0,0.3304719924926758,0.3253529965877533,0.3449530005455017,0.3210189938545227,333621595
2024-08-16,BNB,0.0,519.9686279296875,519.870361328125,524.3740234375,511.040283203125,1538941515
2024-08-16,BTC,0.2451088878499592,58894.10546875,57560.2734375,59847.359375,57110.01953125,29350938673
2024-08-16,ETH,0.0,2593.1865234375,2570.085205078125,2629.383544921875,2553.071533203125,13275561555
2024-08-16,SHIB,0.0,1.2999999853491316e-05,1.2999999853491316e-05,1.2999999853491316e-05,1.2999999853491316e-05,162839591
2024-08-16,SOL,0.0,139.33056640625,142.7428741455078,144.7954559326172,136.3846435546875,2707615564
2024-08-17,BNB,1.0,542.2342529296875,519.9686279296875,547.161376953125,518.940673828125,1554176167
2024-08-17,BTC,0.44136231634120576,59478.97265625,58893.53125,59694.66796875,58814.83203125,13589684021
2024-08-17,ETH,0.0,2614.546875,2593.1669921875,2626.6728515625,2588.78515625,6676568717
2024-08-17,SHIB,0.0,1.2999999853491316e-05,1.2999999853491316e-05,1.2999999853491316e-05,1.2999999853491316e-05,92174330
2024-08-18,ADA,0.0,0.3348309993743896,0.336887001991272,0.339598000049591,0.3337959945201874,147715225
2024-08-18,BTC,0.0,58483.96484375,59468.1328125,60262.71875,58445.40234375,17740625837
2024-08-18,ETH,1.0,2613.357177734375,2614.109619140625,2684.031005859375,2596.735107421875,9207267415
2024-08-18,SHIB,0.0,1.2999999853491316e-05,1.2999999853491316e-05,1.4000000192027072e-05,1.2999999853491316e-05,105968298
2024-08-18,SOL,1.0,142.58688354492188,141.7985076904297,146.96298217773438,140.95962524414062,1866239536
2024-08-19,ADA,0.0,0.3367530107498169,0.3348309993743896,0.3375450074672699,0.3288420140743255,205948260
2024-08-19,BTC,0.11498492404952813,59493.453125,58480.7109375,59612.66015625,57864.7109375,25911207712
2024-08-19,DOGE,1.0,0.1015039980411529,0.1001719981431961,0.1018069982528686,0.0987119972705841,463249309
2024-08-19,ETH,0.0,2637.306396484375,2612.718505859375,2648.284423828125,2566.401123046875,11968963282
2024-08-19,SOL,0.0,144.34368896484375,142.58688354492188,145.9236297607422,140.74871826171875,2077549615
