Date,BTC-USD_Open,BTC-USD_High,BTC-USD_Low,BTC-USD_Close,BTC-USD_Volume,ETH-USD_Open,ETH-USD_High,ETH-USD_Low,ETH-USD_Close,ETH-USD_Volume,BNB-USD_Open,BNB-USD_High,BNB-USD_Low,BNB-USD_Close,BNB-USD_Volume,SOL-USD_Open,SOL-USD_High,SOL-USD_Low,SOL-USD_Close,SOL-USD_Volume,XRP-USD_Open,XRP-USD_High,XRP-USD_Low,XRP-USD_Close,XRP-USD_Volume,ADA-USD_Open,ADA-USD_High,ADA-USD_Low,ADA-USD_Close,ADA-USD_Volume,DOGE-USD_Open,DOGE-USD_High,DOGE-USD_Low,DOGE-USD_Close,DOGE-USD_Volume,MATIC-USD_Open,MATIC-USD_High,MATIC-USD_Low,MATIC-USD_Close,MATIC-USD_Volume,USDT-USD_Open,USDT-USD_High,USDT-USD_Low,USDT-USD_Close,USDT-USD_Volume,LTC-USD_Open,LTC-USD_High,LTC-USD_Low,LTC-USD_Close,LTC-USD_Volume,SHIB-USD_Open,SHIB-USD_High,SHIB-USD_Low,SHIB-USD_Close,SHIB-USD_Volume,TRX-USD_Open,TRX-USD_High,TRX-USD_Low,TRX-USD_Close,TRX-USD_Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,ETH-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,ADA-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,DOGE-USD,MATIC-USD,MATIC-USD,MATIC-USD,MATIC-USD,MATIC-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD,USDT-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD,LTC-USD,SHIB-USD,SHIB-USD,SHIB-USD,SHIB-USD,SHIB-USD,TRX-USD,TRX-USD,TRX-USD,TRX-USD,TRX-USD
2023-02-08,23263.416015625,23367.958984375,22731.09765625,22939.3984375,25371367758,1671.9052734375,1688.5272216796875,1635.2650146484375,1650.716796875,7806089579,333.2173156738281,334.7283935546875,324.49053955078125,328.0886535644531,515127902,23.860729217529297,24.148073196411133,22.881855010986328,23.192670822143555,534148944,0.40386998653411865,0.40526100993156433,0.39533400535583496,0.39805200695991516,853007396,0.3992129862308502,0.4022339880466461,0.38711801171302795,0.3940330147743225,356894107,0.09256400167942047,0.09313800185918808,0.08916900306940079,0.09015599638223648,462925887,1.2692339420318604,1.3403569459915161,1.2635170221328735,1.3039699792861938,947174326,1.0000879764556885,1.0002429485321045,1.000038981437683,1.0001310110092163,39133872723,100.92325592041016,102.02371978759766,97.43045043945312,99.2076187133789,627006188,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,1.4000000192027073e-05,377501863,0.06577300280332565,0.06934300065040588,0.06556999683380127,0.06687399744987488,627966026
2023-02-09,22946.56640625,22996.4375,21773.974609375,21819.0390625,32572572185,1651.082275390625,1655.23486328125,1537.1822509765625,1546.438232421875,10524969124,328.1722106933594,329.0126037597656,303.3585510253906,305.9604187011719,778492045,23.198091506958008,23.27908706665039,20.203577041625977,20.45212745666504,797436250,0.39805999398231506,0.4070909917354584,0.3772220015525818,0.38246598839759827,1488178634,0.3940730094909668,0.39523500204086304,0.35893601179122925,0.36253100633621216,486448326,0.09016299992799759,0.09075800329446793,0.08017200231552124,0.0814799964427948,819008026,1.3042500019073486,1.3446979522705078,1.2169890403747559,1.228342056274414,1272709220,1.000128984451294,1.0002670288085938,1.0000319480895996,1.0001590251922607,47895876169,99.21289825439453,99.3779296875,90.92083740234375,92.09846496582031,835624265,1.4000000192027073e-05,1.4000000192027073e-05,1.2000000424450263e-05,1.2000000424450263e-05,504958773,0.06687100231647491,0.06702499836683273,0.062125999480485916,0.06261400133371353,649103224
2023-02-10,21819.005859375,21941.185546875,21539.392578125,21651.18359375,27078406594,1546.5965576171875,1553.32568359375,1504.83447265625,1514.869140625,8397387897,306.00726318359375,309.0569152832031,303.0165710449219,305.9541320800781,492880078,20.453590393066406,21.117727279663086,19.84334373474121,20.130109786987305,654189930,0.38244199752807617,0.3876270055770874,0.3786199986934662,0.38264501094818115,877457864,0.3624640107154846,0.3654339909553528,0.355787992477417,0.3586350083351135,357711042,0.08147899806499481,0.08287999778985977,0.08041500300168991,0.08109000325202942,516764147,1.2284799814224243,1.3087999820709229,1.2205079793930054,1.2305949926376343,1009957719,1.0001569986343384,1.0003650188446045,1.000115990638733,1.0001529455184937,37581182134,92.09505462646484,94.0442886352539,91.3700942993164,93.52928161621094,636744666,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,496921255,0.06261599808931351,0.06388600170612335,0.0624690018594265,0.0633229985833168,341903614
2023-02-11,21651.841796875,21891.41015625,21618.44921875,21870.875,16356226232,1514.94189453125,1541.334716796875,1510.14697265625,1539.9267578125,5064007416,305.97991943359375,311.1468811035156,305.4541015625,310.61602783203125,348569462,20.12839126586914,20.860679626464844,20.119468688964844,20.830095291137695,267159267,0.38264599442481995,0.3841109871864319,0.3809010088443756,0.38400799036026,436697705,0.35865598917007446,0.3698669970035553,0.35778000950813293,0.36920198798179626,224047056,0.08106599748134613,0.08251400291919708,0.08078800141811371,0.08237200230360031,244141279,1.2304240465164185,1.2550090551376343,1.218026041984558,1.251412034034729,452302092,1.0002110004425049,1.0002570152282715,1.0000900030136108,1.000162959098816,22803314101,93.53056335449219,94.70785522460938,93.03905487060547,94.43054962158203,410760115,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,322458630,0.06332500278949738,0.06404200196266174,0.06322800368070602,0.0638049989938736,192015517
2023-02-12,21870.90234375,22060.994140625,21682.828125,21788.203125,17821046406,1539.7760009765625,1545.55419921875,1501.4620361328125,1515.03369140625,5319698775,310.6056213378906,320.23486328125,306.5174865722656,312.9296569824219,520994815,20.828874588012695,22.260618209838867,20.646625518798828,21.489978790283203,532943787,0.38398200273513794,0.3848640024662018,0.37445199489593506,0.3752819895744324,492457255,0.36916598677635193,0.37365299463272095,0.36106300354003906,0.36429598927497864,241295741,0.08235500007867813,0.08541899919509888,0.08174200356006622,0.08214399963617325,448723137,1.2512520551681519,1.3001270294189453,1.229917049407959,1.2385159730911255,543445136,1.0001469850540161,1.0002859830856323,1.000108003616333,1.0002100467681885,24662650244,94.42091369628906,94.52456665039062,91.60399627685547,92.39573669433594,367491351,1.2999999853491317e-05,1.2999999853491317e-05,1.2999999853491317e-05,1.2999999853491317e-05,342923413,0.06379900127649307,0.0650779977440834,0.06366900354623795,0.06383699923753738,188947371
2023-02-13,21787.0,21898.4140625,21460.087890625,21808.1015625,23918742607,1514.9169921875,1524.7314453125,1470.02392578125,1507.1658935546875,9363855114,312.9018249511719,315.123046875,283.6963806152344,294.475341796875,1322505522,21.486787796020508,21.52965545654297,19.870744705200195,20.79010009765625,693292656,0.3752399981021881,0.37818101048469543,0.3641220033168793,0.3716750144958496,1129015396,0.3642919957637787,0.36552900075912476,0.3468959927558899,0.35962700843811035,368832511,0.08214399963617325,0.08620499819517136,0.07997799664735794,0.08215600252151489,752090969,1.2383339405059814,1.2422740459442139,1.1443719863891602,1.1868449449539185,748185120,1.0002130270004272,1.0024960041046143,1.0001670122146606,1.000933051109314,41054083637,92.39724731445312,94.67049407958984,88.84952545166016,91.12174987792969,681702114,1.2999999853491317e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2000000424450263e-05,352766094,0.06383199989795685,0.06567800045013428,0.06319999694824219,0.06560000032186508,312370710
2023-02-14,21801.822265625,22293.140625,21632.39453125,22220.8046875,26792596581,1506.9920654296875,1562.0343017578125,1497.1944580078125,1556.8751220703125,9249575045,294.47039794921875,301.1332702636719,290.1734924316406,296.120361328125,662196432,20.78159523010254,22.245664596557617,20.711223602294922,21.824953079223633,865868623,0.37161099910736084,0.38324499130249023,0.3656350076198578,0.382407009601593,1022310518,0.35957100987434387,0.3921389877796173,0.3553909957408905,0.3864409923553467,476431370,0.08214300125837326,0.08364800363779068,0.08127299696207047,0.08353400230407715,427664094,1.1864540576934814,1.2592439651489258,1.1697280406951904,1.2587729692459106,770359563,1.0009230375289917,1.0011340379714966,1.0003550052642822,1.0004040002822876,40374822815,91.1250991821289,95.76618194580078,90.53520202636719,95.68757629394531,594958420,1.2000000424450263e-05,1.2999999853491317e-05,1.2000000424450263e-05,1.2999999853491317e-05,320847282,0.0655980035662651,0.0668250024318695,0.06518799811601639,0.06674599647521973,278017069
2023-02-15,22220.5859375,24307.841796875,22082.76953125,24307.841796875,32483312909,1556.76513671875,1674.289794921875,1545.689697265625,1673.7459716796875,10015035156,296.1449279785156,317.3873291015625,294.3832702636719,317.1692199707031,667519216,21.824722290039062,23.901153564453125,21.50210189819336,23.883901596069336,747616299,0.3823640048503876,0.4018619954586029,0.37724798917770386,0.4013519883155823,1072284900,0.386476993560791,0.4181149899959564,0.38257598876953125,0.4181149899959564,478319555,0.08353500068187714,0.0893549993634224,0.08283200114965439,0.08929099887609482,846713153,1.2586870193481445,1.3305089473724365,1.2344390153884888,1.3300319910049438,613493994,1.000404953956604,1.0005470514297485,1.000177025794983,1.0002180337905884,44524116301,95.68885803222656,102.81857299804688,95.18052673339844,102.79530334472656,725730052,1.2999999853491317e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.4000000192027073e-05,445480035,0.0667480006814003,0.07083799690008163,0.0667480006814003,0.07082100212574005,354951527
2023-02-16,24307.349609375,25134.1171875,23602.5234375,23623.474609375,39316664596,1673.867431640625,1732.8011474609375,1638.1455078125,1640.067626953125,12704861676,317.150390625,326.6348876953125,304.50274658203125,304.7637023925781,1036335164,23.88418960571289,24.030553817749023,22.26426124572754,22.285951614379883,885086333,0.4013479948043823,0.4036419987678528,0.3850899934768677,0.3851569890975952,1194494182,0.4180609881877899,0.4191820025444031,0.38768699765205383,0.38790199160575867,552970408,0.08928100019693375,0.09126199781894684,0.08496599644422531,0.0850439965724945,849757697,1.329800009727478,1.4620050191879272,1.3214360475540161,1.3717230558395386,1219004023,1.0002249479293823,1.0003160238265991,1.0000940561294556,1.000162959098816,57045633961,102.78801727294922,104.48017120361328,98.91292572021484,98.95220184326172,737793870,1.4000000192027073e-05,1.4000000192027073e-05,1.2999999853491317e-05,1.2999999853491317e-05,592035511,0.07082200050354004,0.07141900062561035,0.0668490007519722,0.06688199937343597,396517012
